"cust","sampleid","date","cds","sales"
5972,564,1997-01-24,1,15.36
5990,565,1997-01-24,7,80.59
6002,566,1997-01-24,3,78.7
6011,567,1997-01-24,1,14.96
6011,567,1997-02-07,2,28.93
6011,567,1997-03-02,1,15.36
6011,567,1997-05-24,2,29.54
6011,567,1997-06-25,1,15.76
6011,567,1997-09-15,2,14.48
6011,567,1997-12-07,3,44.47
6011,567,1998-02-28,2,17.98
6025,568,1997-01-24,1,9.97
6025,568,1997-12-14,5,60.45
6025,568,1998-02-20,4,52.54
6044,569,1997-01-24,3,26.07
6054,570,1997-01-24,2,13.58
6054,570,1997-07-07,1,12.25
6054,570,1997-07-17,1,16.36
6054,570,1997-10-08,1,11.49
6054,570,1998-03-09,1,12.49
6062,571,1997-01-24,2,15.96
6072,572,1997-01-24,5,69.22
6072,572,1997-02-02,1,15.96
6072,572,1997-02-12,3,52.93
6072,572,1997-02-16,6,84.39
6072,572,1997-02-20,2,66.54
6072,572,1997-03-26,3,33.51
6072,572,1998-02-15,5,69.95
6084,573,1997-01-24,2,23.54
6084,573,1997-10-20,2,61.98
6084,573,1997-10-22,1,25.99
6084,573,1998-03-30,2,26.87
6087,574,1997-01-24,2,26.94
6087,574,1997-07-30,3,27.31
6094,575,1997-01-24,3,86.97
6094,575,1997-03-03,1,13.97
6102,576,1997-01-24,3,43.09
6103,577,1997-01-24,4,54.27
6103,577,1997-03-16,4,59.25
6119,578,1997-01-24,1,38.99
6142,579,1997-01-24,14,197.79
6162,580,1997-01-24,1,11.77
6178,581,1997-01-24,1,20.99
6178,581,1997-01-24,1,27.99
6196,582,1997-01-24,1,13.97
6211,583,1997-01-24,2,26.14
2792,584,1997-01-25,1,13.97
2792,584,1997-09-30,2,45.98
2792,584,1997-11-24,2,24.48
3518,585,1997-01-25,1,19.99
3518,585,1997-06-13,3,42
3518,585,1997-06-25,3,38
3518,585,1997-06-25,1,8
4513,586,1997-01-25,2,25.74
5940,587,1997-01-25,6,86.02
6245,588,1997-01-25,1,13.97
6262,589,1997-01-25,3,38.5
6278,590,1997-01-25,1,12.77
6293,591,1997-01-25,2,34.54
6304,592,1997-01-25,1,21.7
6304,592,1997-08-16,1,15.36
6305,593,1997-01-25,4,33.34
6305,593,1997-01-26,3,38.5
6305,593,1997-02-27,4,56.86
6305,593,1997-03-08,5,70.03
6305,593,1997-03-31,1,15.9
6305,593,1997-04-18,5,33.33
6305,593,1997-04-26,4,39.52
6305,593,1997-05-25,3,43.3
6305,593,1998-03-24,1,18.49
6313,594,1997-01-25,1,11.77
6331,595,1997-01-25,1,19.77
6335,596,1997-01-25,2,26.73
6335,596,1997-03-22,1,12.77
6335,596,1997-09-11,4,69.46
6335,596,1997-11-15,4,50.46
6335,596,1997-12-02,2,59.48
6335,596,1997-12-13,6,80.44
6335,596,1998-03-22,3,41.47
6353,597,1997-01-25,1,14.79
6378,598,1997-01-25,1,12.49
6378,598,1997-12-06,2,30.98
6378,598,1998-02-07,1,12.49
6378,598,1998-03-11,1,12.99
6381,599,1997-01-25,1,9.77
6381,599,1997-06-23,1,6.78
6381,599,1997-07-25,1,9.98
6381,599,1997-11-03,1,9.49
6381,599,1997-11-20,1,12.49
6392,600,1997-01-25,1,109.99
6392,600,1997-10-26,1,62.99
6396,601,1997-01-25,2,27.95
6396,601,1997-03-14,2,26.73
6396,601,1997-03-24,2,29.33
6396,601,1997-04-22,2,26.93
6396,601,1997-06-24,3,44.88
6412,602,1997-01-25,10,147.22
6412,602,1998-02-03,7,101.82
6427,603,1997-01-25,6,71.62
6434,604,1997-01-25,1,35.99
6434,604,1997-03-02,1,15.36
6434,604,1997-08-17,1,14.96
6434,604,1997-08-23,1,13.77
6444,605,1997-01-25,5,77.24
6449,606,1997-01-25,2,28.74
6449,606,1997-09-01,1,14.37
6461,607,1997-01-25,1,14.96
6475,608,1997-01-25,1,21.7
6475,608,1997-04-22,2,29.76
6475,608,1997-04-30,1,12.97
6479,609,1997-01-25,4,49.96
6479,609,1997-01-26,3,37.47
6479,609,1997-06-28,1,36.69
6481,610,1997-01-25,2,34.75
1499,611,1997-01-26,1,11.77
1499,611,1997-04-08,12,163.61
2550,612,1997-01-26,4,55.07
2550,612,1997-06-21,1,11.77
4819,613,1997-01-26,1,9.97
4819,613,1997-07-01,1,11.77
4819,613,1997-09-18,1,11.49
4819,613,1997-11-14,1,11.49
4819,613,1998-02-25,1,11.49
5022,614,1997-01-26,3,38.71
6228,615,1997-01-26,2,30.32
6504,616,1997-01-26,1,24.99
6518,617,1997-01-26,2,39.48
6528,618,1997-01-26,2,18.95
6528,618,1997-02-02,4,35.71
6528,618,1997-02-22,1,7.78
6537,619,1997-01-26,4,59.26
6551,620,1997-01-26,1,14.96
6559,621,1997-01-26,2,19.95
6559,621,1997-03-22,1,19.99
6574,622,1997-01-26,1,15.76
6579,623,1997-01-26,1,27.77
6579,623,1997-07-12,1,13.97
6601,624,1997-01-26,5,73.95
6606,625,1997-01-26,4,57.85
6606,625,1997-03-14,3,46.08
6606,625,1997-04-10,2,29.98
6606,625,1997-04-14,1,19.99
6615,626,1997-01-26,1,14.37
6631,627,1997-01-26,2,24.98
6645,628,1997-01-26,1,9.77
6662,629,1997-01-26,1,15.36
6686,630,1997-01-26,3,28.11
6686,630,1997-09-23,2,18.98
6686,630,1997-12-08,4,43.96
6686,630,1998-03-29,2,27.98
6702,631,1997-01-26,1,13.97
6717,632,1997-01-26,1,14.37
6729,633,1997-01-26,1,12.77
6729,633,1997-02-14,5,75.2
6733,634,1997-01-26,1,14.99
6760,635,1997-01-26,5,53.29
6781,636,1997-01-26,1,15.36
1117,637,1997-01-27,1,14.96
2337,638,1997-01-27,2,9.98
6682,639,1997-01-27,3,73.97
6797,640,1997-01-27,1,15.36
6799,641,1997-01-27,4,50.54
6799,641,1997-02-16,3,39.32
6799,641,1997-07-05,4,56.07
6799,641,1997-08-02,2,24.73
6799,641,1997-10-19,3,41.97
6799,641,1997-11-02,3,40.97
6799,641,1998-02-08,8,111.3
6799,641,1998-03-26,1,10.99
6799,641,1998-04-11,1,12.99
6799,641,1998-06-23,2,45.98
6819,642,1997-01-27,1,6.79
6821,643,1997-01-27,2,29.33
6821,643,1997-02-13,1,18.36
6821,643,1997-02-28,3,28.14
6821,643,1997-06-27,1,7.78
6821,643,1997-08-14,1,6.77
6838,644,1997-01-27,4,165.07
6838,644,1998-01-27,1,11.88
6854,645,1997-01-27,1,14.37
6854,645,1998-01-13,2,32.98
6854,645,1998-05-11,1,16.99
6869,646,1997-01-27,1,11.77
6892,647,1997-01-27,2,24.74
6898,648,1997-01-27,2,29.73
6898,648,1997-02-07,1,9.98
6898,648,1997-04-18,1,13.97
6898,648,1997-11-14,1,10.49
6898,648,1997-12-23,1,10.49
6918,649,1997-01-27,1,13.97
6918,649,1997-03-28,1,15.36
6918,649,1998-01-28,1,14.49
6918,649,1998-02-01,1,15.49
6918,649,1998-02-17,1,15.49
6918,649,1998-04-16,3,44.47
6931,650,1997-01-27,1,21.37
6931,650,1997-03-13,2,29.33
6931,650,1998-03-21,2,22.48
6934,651,1997-01-27,1,36.99
6934,651,1997-10-30,4,52.46
6934,651,1997-11-25,2,28.48
6955,652,1997-01-27,1,9.77
6967,653,1997-01-27,2,28.74
6983,654,1997-01-27,1,14.37
6993,655,1997-01-27,1,11.77
6993,655,1997-01-30,1,14.37
6993,655,1997-02-26,1,14.37
6993,655,1997-07-27,7,76.79
6993,655,1997-08-07,3,26.83
6993,655,1997-09-02,2,14.58
6999,656,1997-01-27,2,31.52
6999,656,1997-03-09,1,11.77
7001,657,1997-01-27,4,61.05
7001,657,1998-03-26,5,77.45
7017,658,1997-01-27,3,37.03
7021,659,1997-01-27,2,28.47
7021,659,1997-03-18,2,26.73
7024,660,1997-01-27,6,70.83
7024,660,1997-03-20,3,28.86
7024,660,1997-03-26,1,19.3
7037,661,1997-01-27,2,31.32
7037,661,1997-09-20,1,12.99
7040,662,1997-01-27,2,24.74
7050,663,1997-01-27,2,23.98
7071,664,1997-01-27,2,23.54
7093,665,1997-01-27,1,11.77
7093,665,1998-05-09,1,5.49
6131,666,1997-01-28,1,44.77
6131,666,1997-06-23,4,52.47
6912,667,1997-01-28,1,5.78
7102,668,1997-01-28,3,31.93
7102,668,1997-02-18,2,27.13
7102,668,1997-02-24,2,19.75
7102,668,1997-02-25,3,44.32
7102,668,1997-04-03,3,53.09
7102,668,1997-04-18,3,42.9
7102,668,1997-04-22,2,30.72
7102,668,1997-05-11,1,14.96
7102,668,1997-09-20,1,2.99
7104,669,1997-01-28,3,42.9
7104,669,1997-02-28,3,54.71
7112,670,1997-01-28,1,28.99
7120,671,1997-01-28,2,28.76
7120,671,1997-02-08,1,15.96
7120,671,1997-04-24,4,57.06
7120,671,1997-07-01,2,27.94
7120,671,1997-07-08,1,16.36
7120,671,1997-07-25,1,28.97
7120,671,1997-08-21,3,72.89
7120,671,1997-10-11,2,25.98
7120,671,1997-12-20,1,12.99
7120,671,1998-04-25,3,45.47
7122,672,1997-01-28,1,15.36
7122,672,1997-03-26,3,34.11
7130,673,1997-01-28,5,84.83
7130,673,1997-02-04,1,13.97
7130,673,1997-02-24,2,26.33
7130,673,1998-01-30,4,61.96
7130,673,1998-02-12,4,55.04
7130,673,1998-03-17,4,75.96
7130,673,1998-05-31,4,70.45
7136,674,1997-01-28,2,32.29
7148,675,1997-01-28,3,45.89
7148,675,1997-02-07,3,96.93
7148,675,1997-06-20,2,21.74
7148,675,1997-07-24,2,37.73
7148,675,1997-07-24,4,54.96
7148,675,1997-11-10,2,34.48
7148,675,1997-12-09,7,108.43
7152,676,1997-01-28,5,69.47
7152,676,1997-02-15,6,87.27
7152,676,1997-03-12,3,39.9
7152,676,1997-04-08,1,14.96
7152,676,1997-05-05,8,113.35
7152,676,1997-06-11,5,86.43
7152,676,1997-07-08,10,134.09
7158,677,1997-01-28,3,58.31
7162,678,1997-01-28,1,6.79
7162,678,1997-06-20,1,14.96
7180,679,1997-01-28,1,5.99
7186,680,1997-01-28,2,31.35
7186,680,1997-03-12,2,26.96
7186,680,1997-05-22,2,30.32
7193,681,1997-01-28,1,15.36
7193,681,1997-02-07,1,29.77
7193,681,1997-02-10,1,14.37
7193,681,1997-04-09,1,13.97
7193,681,1997-05-26,1,14.37
7193,681,1997-07-23,2,13.76
7193,681,1997-11-03,1,12.49
7193,681,1998-01-31,1,7.49
7193,681,1998-03-17,3,38.86
7193,681,1998-03-25,2,34.86
7193,681,1998-04-21,3,38.86
7193,681,1998-05-01,1,11.18
7193,681,1998-05-04,1,15.49
7198,682,1997-01-28,2,28.74
7204,683,1997-01-28,1,12.49
7204,683,1997-08-12,1,10.77
7216,684,1997-01-28,2,31.54
7231,685,1997-01-28,1,24.99
7244,686,1997-01-28,1,14.96
7260,687,1997-01-28,2,27.94
7276,688,1997-01-28,1,19.99
7288,689,1997-01-28,1,11.77
7294,690,1997-01-28,1,21.7
7294,690,1997-06-09,2,29.92
7294,690,1998-03-13,3,34.8
7305,691,1997-01-28,1,15.39
7305,691,1997-03-11,2,21.54
7313,692,1997-01-28,2,32.6
7323,693,1997-01-28,2,18.95
7323,693,1997-02-11,2,25.56
7323,693,1997-02-15,1,15.36
7323,693,1997-03-16,3,46.08
7323,693,1997-03-18,1,26.99
7323,693,1997-03-23,2,29.92
7323,693,1997-03-23,1,15.36
7323,693,1997-03-28,2,31.78
7323,693,1997-04-13,4,58.85
7323,693,1997-04-20,3,56.97
7323,693,1997-05-04,5,83.42
7323,693,1997-05-13,4,55.32
7323,693,1997-06-15,4,55.65
7323,693,1997-09-09,1,7.49
7323,693,1997-09-26,4,42.96
7323,693,1998-01-07,4,90.96
7323,693,1998-01-19,1,14.49
7323,693,1998-02-22,4,43.85
7323,693,1998-02-22,1,15.49
7323,693,1998-02-24,3,47.97
7323,693,1998-02-25,1,11.88
7323,693,1998-03-22,2,31.98
7330,694,1997-01-28,1,16.36
7361,695,1997-01-28,2,36.48
7367,696,1997-01-28,1,22.99
7367,696,1997-02-22,1,24.99
2944,697,1997-01-29,1,14.96
2944,697,1997-03-10,2,30.33
2944,697,1997-04-06,1,14.96
2944,697,1997-07-29,1,14.96
6075,698,1997-01-29,1,3.99
6296,699,1997-01-29,2,27.13
6296,699,1997-01-30,1,11.77
6296,699,1997-02-05,1,11.77
6296,699,1997-02-20,1,14.37
6296,699,1997-05-06,1,11.77
6296,699,1997-05-10,2,36.41
6296,699,1998-03-14,2,19.98
6296,699,1998-05-28,1,11.49
7292,700,1997-01-29,3,36.97
7292,700,1998-01-11,2,38.98
7375,701,1997-01-29,1,15.36
7375,701,1997-05-15,1,14.96
7375,701,1997-05-31,2,26.14
7375,701,1997-10-25,1,12.99
7375,701,1997-11-12,1,12.99
7384,702,1997-01-29,7,104.17
7384,702,1997-07-08,9,128.89
7386,703,1997-01-29,1,13.99
7401,704,1997-01-29,2,33.13
7409,705,1997-01-29,1,12.97
7409,705,1997-04-17,1,11.78
7422,706,1997-01-29,1,21.99
7449,707,1997-01-29,1,11.77
7449,707,1997-02-26,2,37.75
7460,708,1997-01-29,1,14.79
7460,708,1997-02-02,2,29.58
7462,709,1997-01-29,1,12.49
7484,710,1997-01-29,2,25.76
7500,711,1997-01-29,1,19.99
7512,712,1997-01-29,2,9.98
7512,712,1997-02-09,2,30.92
7512,712,1997-05-30,2,29.92
7512,712,1997-07-05,1,14.37
7512,712,1997-08-31,1,14.96
7512,712,1998-04-18,2,29.36
7513,713,1997-01-29,1,14.7
7513,713,1997-02-11,1,14.7
7513,713,1997-02-14,2,9.58
7513,713,1997-02-23,1,14.96
7513,713,1997-03-24,2,25.74
7513,713,1997-08-15,1,15.36
7513,713,1997-09-21,1,17.49
7513,713,1998-03-24,2,24.48
7513,713,1998-04-29,2,29.98
7513,713,1998-05-27,2,24.48
7513,713,1998-06-25,1,17.49
7513,713,1998-06-28,1,11.49
7517,714,1997-01-29,2,30.36
7517,714,1997-02-10,1,14.37
7536,715,1997-01-29,5,80.26
7536,715,1997-02-20,4,50.27
7536,715,1997-04-07,4,50.27
7540,716,1997-01-29,2,27.13
7540,716,1998-03-11,4,51.13
7540,716,1998-06-24,4,56.46
7561,717,1997-01-29,1,14.96
7561,717,1998-02-19,1,17.99
7561,717,1998-03-05,1,15.49
7572,718,1997-01-29,2,35.34
7572,718,1997-03-10,1,14.96
7572,718,1997-04-23,1,13.97
7572,718,1998-04-17,2,24.46
7579,719,1997-01-29,4,67.47
7587,720,1997-01-29,1,11.77
7587,720,1997-01-30,1,14.37
7587,720,1997-02-01,1,9.77
7587,720,1997-02-23,1,11.77
7587,720,1997-04-16,1,14.37
7587,720,1997-05-05,1,14.96
7587,720,1997-05-23,1,15.96
7587,720,1997-09-30,1,20.99
7587,720,1997-11-29,1,12.99
7601,721,1997-01-29,1,15.36
7618,722,1997-01-29,1,6.79
7636,723,1997-01-29,4,57.09
7647,724,1997-01-29,2,26.14
7661,725,1997-01-29,2,27.13
7674,726,1997-01-29,2,30.15
7674,726,1997-05-08,6,79.01
7674,726,1997-06-06,2,51.53
7674,726,1997-06-20,1,13.97
7675,727,1997-01-29,2,30.13
7691,728,1997-01-29,1,14.37
7691,728,1997-02-06,2,25.74
7691,728,1997-02-17,3,43.3
7691,728,1997-03-11,4,63.86
7691,728,1997-04-14,8,86.27
7691,728,1997-05-28,9,93.24
7694,729,1997-01-29,2,24.94
3268,730,1997-01-30,1,16.99
3268,730,1997-04-07,1,11.77
3268,730,1997-04-14,1,11.77
5067,731,1997-01-30,3,41.5
5067,731,1997-03-03,1,18.76
5067,731,1998-03-09,2,9.48
5067,731,1998-03-18,2,29.98
5722,732,1997-01-30,3,39.51
5722,732,1997-03-16,2,39.74
5722,732,1997-08-29,3,36.71
5722,732,1997-09-23,3,35.97
5722,732,1997-10-28,3,25.47
7442,733,1997-01-30,1,15.36
7520,734,1997-01-30,1,14.96
7710,735,1997-01-30,2,20.54
7726,736,1997-01-30,3,32.24
7726,736,1997-10-22,12,201.88
7745,737,1997-01-30,1,6.79
7764,738,1997-01-30,2,44.98
7772,739,1997-01-30,2,28.94
7772,739,1997-05-03,1,12.49
7772,739,1998-02-27,2,24.07
7780,740,1997-01-30,1,11.77
7795,741,1997-01-30,2,28.73
7795,741,1997-07-23,1,14.96
7795,741,1998-05-05,2,24.87
7800,742,1997-01-30,1,5.98
7811,743,1997-01-30,1,14.37
7811,743,1997-11-21,1,14.49
7811,743,1997-12-29,1,14.49
7811,743,1998-02-26,1,12.58
7830,744,1997-01-30,2,40.73
7838,745,1997-01-30,1,7.98
7838,745,1997-04-21,1,17.7
7838,745,1997-05-11,1,15.96
7838,745,1997-10-08,2,15.98
7838,745,1998-01-03,1,13.99
7847,746,1997-01-30,1,19.98
7856,747,1997-01-30,6,90.41
7856,747,1997-04-28,2,70.13
7856,747,1997-12-12,17,238.33
7856,747,1998-03-09,11,152.46
7856,747,1998-05-08,8,99.16
7867,748,1997-01-30,1,11.77
7881,749,1997-01-30,2,39.98
7889,750,1997-01-30,1,12.49
7889,750,1997-03-21,1,6.79
7901,751,1997-01-30,2,32.48
7901,751,1997-02-11,1,162.99
7901,751,1997-03-03,4,81.95
7901,751,1997-03-24,1,28.7
7901,751,1997-03-31,1,29.9
7901,751,1997-04-05,1,13.97
7901,751,1997-05-20,4,155.8
7901,751,1997-07-20,1,9.77
7901,751,1997-07-25,3,49.9
7901,751,1997-08-19,5,74.21
7901,751,1997-08-23,1,15.36
7901,751,1997-10-30,5,132.95
7901,751,1997-11-04,6,107.44
7916,752,1997-01-30,1,15.36
7937,753,1997-01-30,2,54.98
7948,754,1997-01-30,1,16
7960,755,1997-01-30,1,19.99
7967,756,1997-01-30,1,16.36
7967,756,1997-02-04,1,11.97
7967,756,1997-03-29,1,14.96
7967,756,1997-05-25,1,12.97
7967,756,1998-01-26,1,13.99
7974,757,1997-01-30,3,36.51
7974,757,1997-05-25,1,12.77
7974,757,1997-05-26,1,11.77
7974,757,1997-05-30,3,37.5
7982,758,1997-01-30,1,21.97
8001,759,1997-01-30,2,23.54
5413,760,1997-01-31,6,68.44
5413,760,1997-02-27,4,58.66
5413,760,1997-04-05,5,75.21
8008,761,1997-01-31,5,110.84
8008,761,1997-02-16,6,78.01
8008,761,1997-03-05,7,92.38
8008,761,1997-04-28,7,107.39
8008,761,1997-07-04,5,76.84
8008,761,1997-09-30,6,93.44
8008,761,1997-11-10,9,122.91
8008,761,1997-12-07,4,54.96
8021,762,1997-01-31,1,14.99
8021,762,1997-02-27,2,25.94
8021,762,1997-03-15,1,19.77
8021,762,1997-03-29,1,12.49
8021,762,1997-07-12,1,13.97
8021,762,1997-12-07,2,22.98
8021,762,1998-02-18,1,34.98
8022,763,1997-01-31,4,72.46
8022,763,1997-12-31,9,116.41
8022,763,1998-06-30,10,200.57
8039,764,1997-01-31,1,88.7
8060,765,1997-01-31,3,45.28
8076,766,1997-01-31,1,8.97
8092,767,1997-01-31,1,15.99
8092,767,1997-11-11,1,2.99
8092,767,1998-06-26,1,12.58
8111,768,1997-01-31,5,76.8
8135,769,1997-01-31,1,14.97
8143,770,1997-01-31,2,30.72
8143,770,1997-02-26,2,27.94
8157,771,1997-01-31,2,26.73
8173,772,1997-01-31,1,16.96
8194,773,1997-01-31,1,11.77
8208,774,1997-01-31,5,104.29
8220,775,1997-01-31,1,11.77
8220,775,1997-05-23,1,15.36
8220,775,1997-11-21,2,26.48
8221,776,1997-01-31,1,13.97
8221,776,1997-02-02,2,24.98
8222,777,1997-01-31,1,12.49
8222,777,1997-02-19,1,6.79
8222,777,1997-02-25,1,22.99
8222,777,1997-04-06,1,6.79
8228,778,1997-01-31,3,46.08
8228,778,1997-04-02,2,28.34
8235,779,1997-01-31,1,9.98
8249,780,1997-01-31,1,14.96
8268,781,1997-01-31,1,11.77
60,782,1997-02-01,2,21.75
7854,783,1997-02-01,1,12.97
7854,783,1997-02-08,3,46.93
7854,783,1997-03-14,4,52.67
7854,783,1997-04-04,1,14.96
7854,783,1997-05-07,2,70.76
7854,783,1997-05-07,2,35.34
7854,783,1997-09-04,3,38.5
7854,783,1997-09-19,2,22.98
7854,783,1997-10-24,2,25.98
7854,783,1997-11-09,1,12.99
7854,783,1997-12-20,8,131.42
7854,783,1997-12-25,4,56.96
7854,783,1998-02-07,2,22.48
7854,783,1998-04-08,1,30.49
7887,784,1997-02-01,3,43.73
7887,784,1997-02-11,3,38.9
7887,784,1997-07-30,3,35.33
8290,785,1997-02-01,1,8.97
8307,786,1997-02-01,1,4.79
8326,787,1997-02-01,3,66.26
8343,788,1997-02-01,2,31.35
8364,789,1997-02-01,1,14.37
8377,790,1997-02-01,2,117.74
8391,791,1997-02-01,1,12.49
8391,791,1998-02-13,1,22.49
8391,791,1998-05-16,1,9.49
8405,792,1997-02-01,4,55.26
8405,792,1998-02-19,3,22.47
8405,792,1998-04-20,4,51.35
8405,792,1998-04-24,1,6.28
8408,793,1997-02-01,4,48.67
8408,793,1997-02-16,4,50.3
8419,794,1997-02-01,1,9.78
8419,794,1997-02-08,1,9.98
8419,794,1997-03-04,1,9.98
8419,794,1997-03-21,2,23.36
8419,794,1997-05-20,2,13.58
8419,794,1997-06-06,1,10.98
8419,794,1997-09-05,1,12.97
8429,795,1997-02-01,1,38.99
8443,796,1997-02-01,3,80.3
8443,796,1997-03-14,1,32.37
8444,797,1997-02-01,1,19.77
8450,798,1997-02-01,8,89.2
8450,798,1997-03-15,5,65.63
8450,798,1997-03-30,13,189
8450,798,1998-03-15,2,24.98
8463,799,1997-02-01,2,25.74
8463,799,1998-05-18,2,23.76
8479,800,1997-02-01,1,11.77
8481,801,1997-02-01,10,147.07
8481,801,1997-03-09,4,63.84
8481,801,1997-05-09,11,157.86
8481,801,1997-05-30,6,87.22
8481,801,1997-07-07,7,104.94
8481,801,1997-07-18,9,160.87
8481,801,1997-09-04,10,144.69
8481,801,1997-09-04,1,14.96
8481,801,1997-09-25,10,137.9
8481,801,1997-11-06,9,120.41
8481,801,1998-03-21,15,201.55
8481,801,1998-04-07,8,107.43
8481,801,1998-05-05,6,76.8
8502,802,1997-02-01,1,14.37
8516,803,1997-02-01,1,16.76
8527,804,1997-02-01,1,15.96
8538,805,1997-02-01,2,25.75
8538,805,1997-04-24,2,24.69
8538,805,1997-06-26,2,40.14
8538,805,1998-01-17,1,17.99
8542,806,1997-02-01,2,23.54
8560,807,1997-02-01,2,27.85
8573,808,1997-02-01,1,32.97
8592,809,1997-02-01,2,26.67
8601,810,1997-02-01,5,62.25
8601,810,1997-03-13,4,49.88
8601,810,1997-05-01,3,43.7
8601,810,1998-01-15,4,56.96
8601,810,1998-02-12,1,11.49
8601,810,1998-03-03,1,11.88
8601,810,1998-03-30,2,28.48
8601,810,1998-06-08,2,28.98
8601,810,1998-06-28,1,12.99
3567,811,1997-02-02,13,179.21
4979,812,1997-02-02,2,11.58
4979,812,1997-03-25,1,19.99
4979,812,1997-11-24,1,12.99
8496,813,1997-02-02,2,42.98
8496,813,1997-02-05,2,40.98
8496,813,1997-03-12,1,14.99
8496,813,1997-04-04,2,26.74
8496,813,1997-04-10,2,28.33
8496,813,1997-04-26,3,57.34
8496,813,1997-05-08,2,25.74
8496,813,1997-05-09,1,11.97
8496,813,1997-06-06,2,47.7
8496,813,1997-06-30,2,23.54
8496,813,1997-07-10,1,14.37
8496,813,1997-07-16,2,32.01
8496,813,1997-07-28,2,35.37
8496,813,1997-09-27,1,12.99
8496,813,1997-10-18,2,30.48
8496,813,1997-11-03,2,41.98
8496,813,1997-11-11,2,25.48
8496,813,1997-12-22,1,71.49
8496,813,1998-01-03,2,25.48
8496,813,1998-01-07,3,53.97
8496,813,1998-01-14,2,27.48
8496,813,1998-02-08,3,38.97
8496,813,1998-03-09,2,24.98
8496,813,1998-03-26,1,23.99
8496,813,1998-03-29,2,18.98
8496,813,1998-04-02,4,49.96
8496,813,1998-04-08,3,34.97
8496,813,1998-04-24,1,17.99
8496,813,1998-05-01,4,57.96
8496,813,1998-05-20,2,27.98
8496,813,1998-06-04,3,46.97
8496,813,1998-06-12,4,52.96
8496,813,1998-06-20,2,25.48
8500,814,1997-02-02,2,57.14
8500,814,1997-02-08,4,52.89
8500,814,1997-02-08,1,11.77
8500,814,1997-02-13,1,22.3
8500,814,1997-02-13,1,11.77
8500,814,1997-02-14,1,12.97
8500,814,1997-02-27,1,6.77
8500,814,1997-02-27,1,12.77
8500,814,1997-03-02,1,11.77
8500,814,1997-03-06,1,12.97
8500,814,1997-03-13,2,23.74
8500,814,1997-03-13,1,11.77
8613,815,1997-02-02,2,29.67
8628,816,1997-02-02,1,14.37
8666,817,1997-02-02,2,23.74
8666,817,1997-02-25,3,39.71
8666,817,1997-03-19,3,38.51
8666,817,1997-09-14,3,40.97
8678,818,1997-02-02,4,68.51
8686,819,1997-02-02,1,15.36
8686,819,1997-07-07,1,11.77
8693,820,1997-02-02,1,12.97
8699,821,1997-02-02,5,52.46
8699,821,1997-03-07,5,66.63
8700,822,1997-02-02,1,11.77
8700,822,1997-06-20,1,14.96
8718,823,1997-02-02,6,76.6
8718,823,1997-02-04,3,40.7
8718,823,1997-02-08,3,43.7
8720,824,1997-02-02,1,22
8742,825,1997-02-02,3,45.53
8757,826,1997-02-02,4,58.53
8769,827,1997-02-02,1,19.99
8769,827,1997-04-01,1,13.97
8776,828,1997-02-02,1,12.49
8791,829,1997-02-02,4,33.7
8811,830,1997-02-02,1,10.99
8811,830,1997-06-30,4,44.28
8815,831,1997-02-02,1,13.97
8815,831,1997-07-19,2,21.75
8816,832,1997-02-02,1,17.96
8839,833,1997-02-02,2,18.54
8853,834,1997-02-02,2,20.98
8853,834,1998-03-21,1,11.49
8868,835,1997-02-02,7,129.98
8879,836,1997-02-02,1,15.7
8879,836,1997-06-27,1,12.25
8879,836,1997-09-07,1,12.25
8881,837,1997-02-02,1,12.97
8881,837,1997-02-06,1,12.97
8883,838,1997-02-02,5,61.45
8897,839,1997-02-02,2,27.13
8897,839,1997-11-14,1,15.49
8903,840,1997-02-02,1,14.96
8903,840,1997-08-08,1,15.96
8903,840,1997-11-08,1,12.99
8903,840,1998-03-02,2,102.48
8903,840,1998-06-07,1,32.49
8903,840,1998-06-07,1,18.49
619,841,1997-02-03,3,41.1
619,841,1997-02-07,4,45.28
619,841,1997-02-10,2,29.33
619,841,1997-02-13,2,29.33
619,841,1997-02-19,2,23.54
619,841,1997-02-24,2,23.54
619,841,1997-02-26,1,13.97
619,841,1997-03-03,2,29.33
619,841,1997-03-17,3,37.3
619,841,1997-03-21,1,9.99
619,841,1997-03-24,2,29.33
619,841,1997-03-24,1,12.99
619,841,1997-03-28,1,11.77
619,841,1997-04-11,1,12.77
619,841,1997-04-15,1,11.77
619,841,1997-04-15,1,25.77
619,841,1997-04-22,3,38.31
619,841,1997-04-24,1,15.36
619,841,1997-06-23,2,21.54
619,841,1997-07-24,4,50.48
619,841,1997-07-25,4,60.05
619,841,1997-09-29,2,28.48
619,841,1997-10-27,2,26.98
619,841,1997-11-14,1,9.49
619,841,1997-12-02,6,77.44
619,841,1997-12-02,5,64.45
619,841,1997-12-03,4,38.46
619,841,1997-12-09,1,11.49
619,841,1997-12-15,1,12.49
619,841,1998-01-12,1,14.49
619,841,1998-02-16,2,25.48
619,841,1998-03-09,3,45.47
619,841,1998-03-11,1,11.49
619,841,1998-03-23,3,36.97
619,841,1998-04-23,1,25.99
619,841,1998-05-19,1,22.99
4113,842,1997-02-03,4,61.09
4113,842,1997-03-29,11,166.25
4113,842,1997-06-30,3,41.5
5240,843,1997-02-03,3,47.71
5240,843,1997-08-09,3,50.33
5240,843,1997-08-18,2,26.56
5240,843,1998-02-07,2,27.97
5242,844,1997-02-03,1,12.99
