"","cust","x","t.x","litt","sales","sales.x","first","T.cal","T.star","x.star","sales.star","first.sales","xstar.m1","xstar.m2"
"620",6119,0,0,0,38.99,0,1997-01-24,35.5714285714286,39,0,0,0.03899,0.12,0.17
"621",6131,1,20.8571428571429,3.03769647265302,97.24,52.47,1997-01-28,35,39,0,0,0.04477,0.83,0.86
"622",6142,0,0,0,197.79,0,1997-01-24,35.5714285714286,39,0,0,0.19779,0.135,0.105
"623",6162,0,0,0,11.77,0,1997-01-24,35.5714285714286,39,0,0,0.01177,0.16,0.15
"624",6178,0,0,0,48.98,0,1997-01-24,35.5714285714286,39,0,0,0.02099,0.145,0.225
"625",6196,0,0,0,13.97,0,1997-01-24,35.5714285714286,39,0,0,0.01397,0.155,0.125
"626",6211,0,0,0,26.14,0,1997-01-24,35.5714285714286,39,0,0,0.02614,0.175,0.18
"627",6228,0,0,0,30.32,0,1997-01-26,35.2857142857143,39,0,0,0.03032,0.21,0.18
"628",6242,9,30.5714285714286,3.87679192696994,771.17,552.68,1997-02-20,31.7142857142857,39,6,269.31,0.21849,6.87,8.01
"629",6245,0,0,0,13.97,0,1997-01-25,35.4285714285714,39,0,0,0.01397,0.17,0.16
"630",6262,0,0,0,38.5,0,1997-01-25,35.4285714285714,39,0,0,0.0385,0.11,0.25
"631",6278,0,0,0,12.77,0,1997-01-25,35.4285714285714,39,0,0,0.01277,0.09,0.14
"632",6293,0,0,0,34.54,0,1997-01-25,35.4285714285714,39,0,0,0.03454,0.155,0.225
"633",6296,5,14.4285714285714,0.474041399709899,113.22,86.09,1997-01-29,34.8571428571429,39,2,31.47,0.02713,1.185,0.85
"634",6304,1,29,3.36729582998647,37.06,15.36,1997-01-25,35.4285714285714,39,0,0,0.0217,0.96,0.91
"635",6305,7,17.1428571428571,3.51419278224038,330.78,297.44,1997-01-25,35.4285714285714,39,1,18.49,0.03334,0.755,0.7
"636",6313,0,0,0,11.77,0,1997-01-25,35.4285714285714,39,0,0,0.01177,0.14,0.155
"637",6331,0,0,0,19.77,0,1997-01-25,35.4285714285714,39,0,0,0.01977,0.115,0.17
"638",6335,2,32.7142857142857,5.2868229871223,108.96,82.23,1997-01-25,35.4285714285714,39,4,231.85,0.02673,1.655,1.615
"639",6353,0,0,0,14.79,0,1997-01-25,35.4285714285714,39,0,0,0.01479,0.165,0.175
"640",6378,0,0,0,12.49,0,1997-01-25,35.4285714285714,39,3,56.46,0.01249,0.125,0.16
"641",6381,2,25.8571428571429,4.57786191063456,26.53,16.76,1997-01-25,35.4285714285714,39,2,21.98,0.00977,1.32,1.22
"642",6392,0,0,0,109.99,0,1997-01-25,35.4285714285714,39,1,62.99,0.10999,0.145,0.18
"643",6396,4,21.4285714285714,5.90057606405869,155.82,127.87,1997-01-25,35.4285714285714,39,0,0,0.02795,2.035,1.795
"644",6412,0,0,0,147.22,0,1997-01-25,35.4285714285714,39,1,101.82,0.14722,0.19,0.18
"645",6427,0,0,0,71.62,0,1997-01-25,35.4285714285714,39,0,0,0.07162,0.085,0.17
"646",6434,3,30,4.66151193992148,80.08,44.09,1997-01-25,35.4285714285714,39,0,0,0.03599,2.02,1.85
"647",6444,0,0,0,77.24,0,1997-01-25,35.4285714285714,39,0,0,0.07724,0.105,0.115
"648",6449,1,31.2857142857143,3.44316158076119,43.11,14.37,1997-01-25,35.4285714285714,39,0,0,0.02874,0.875,0.93
"649",6461,0,0,0,14.96,0,1997-01-25,35.4285714285714,39,0,0,0.01496,0.125,0.14
"650",6468,1,1.42857142857143,0.356674943938732,57.76,20.99,1997-02-08,33.4285714285714,39,4,166.92,0.03677,0.225,0.315
"651",6475,2,13.5714285714286,2.65352936222379,64.43,42.73,1997-01-25,35.4285714285714,39,0,0,0.0217,0.655,0.575
"652",6479,2,22,1.13861762328181,124.12,74.16,1997-01-25,35.4285714285714,39,0,0,0.04996,1.225,1.205
"653",6481,0,0,0,34.75,0,1997-01-25,35.4285714285714,39,0,0,0.03475,0.145,0.17
"654",6497,0,0,0,20.76,0,1997-03-24,27.1428571428571,39,2,21.97,0.02076,0.145,0.23
"655",6504,0,0,0,24.99,0,1997-01-26,35.2857142857143,39,0,0,0.02499,0.145,0.095
"656",6518,0,0,0,39.48,0,1997-01-26,35.2857142857143,39,0,0,0.03948,0.175,0.17
"657",6528,2,3.85714285714286,1.04982212449868,62.44,43.49,1997-01-26,35.2857142857143,39,0,0,0.01895,0.285,0.23
"658",6537,0,0,0,59.26,0,1997-01-26,35.2857142857143,39,0,0,0.05926,0.2,0.13
"659",6551,0,0,0,14.96,0,1997-01-26,35.2857142857143,39,0,0,0.01496,0.115,0.16
"660",6559,1,7.85714285714286,2.06142303617716,39.94,19.99,1997-01-26,35.2857142857143,39,0,0,0.01995,0.415,0.445
"661",6574,0,0,0,15.76,0,1997-01-26,35.2857142857143,39,0,0,0.01576,0.235,0.15
"662",6579,1,23.8571428571429,3.17208366336144,41.74,13.97,1997-01-26,35.2857142857143,39,0,0,0.02777,0.8,0.81
"663",6601,0,0,0,73.95,0,1997-01-26,35.2857142857143,39,0,0,0.07395,0.23,0.13
"664",6606,3,11.1428571428571,2.69454838166834,153.9,96.05,1997-01-26,35.2857142857143,39,0,0,0.05785,0.53,0.8
"665",6615,0,0,0,14.37,0,1997-01-26,35.2857142857143,39,0,0,0.01437,0.125,0.14
"666",6631,0,0,0,24.98,0,1997-01-26,35.2857142857143,39,0,0,0.02498,0.15,0.17
"667",6645,0,0,0,9.77,0,1997-01-26,35.2857142857143,39,0,0,0.00977,0.095,0.225
"668",6662,0,0,0,15.36,0,1997-01-26,35.2857142857143,39,0,0,0.01536,0.09,0.18
"669",6673,0,0,0,14.37,0,1997-02-10,33.1428571428571,39,0,0,0.01437,0.18,0.14
"670",6682,0,0,0,73.97,0,1997-01-27,35.1428571428571,39,0,0,0.07397,0.175,0.19
"671",6686,1,34.2857142857143,3.53472877428668,47.09,18.98,1997-01-26,35.2857142857143,39,2,71.94,0.02811,1.02,0.94
"672",6702,0,0,0,13.97,0,1997-01-26,35.2857142857143,39,0,0,0.01397,0.16,0.165
"673",6717,0,0,0,14.37,0,1997-01-26,35.2857142857143,39,0,0,0.01437,0.125,0.27
"674",6729,1,2.71428571428571,0.998528830111127,87.97,75.2,1997-01-26,35.2857142857143,39,0,0,0.01277,0.245,0.345
"675",6733,0,0,0,14.99,0,1997-01-26,35.2857142857143,39,0,0,0.01499,0.16,0.19
"676",6760,0,0,0,53.29,0,1997-01-26,35.2857142857143,39,0,0,0.05329,0.21,0.205
"677",6781,0,0,0,15.36,0,1997-01-26,35.2857142857143,39,0,0,0.01536,0.145,0.165
"678",6797,0,0,0,15.36,0,1997-01-27,35.1428571428571,39,0,0,0.01536,0.125,0.1
"679",6799,3,26.7142857142857,5.42468026969395,170.66,120.12,1997-01-27,35.1428571428571,39,6,264.2,0.05054,1.765,1.75
"680",6819,0,0,0,6.79,0,1997-01-27,35.1428571428571,39,0,0,0.00679,0.12,0.185
"681",6821,4,28.4285714285714,6.40794745295659,90.38,61.05,1997-01-27,35.1428571428571,39,0,0,0.02933,2.59,2.58
"682",6827,0,0,0,25.74,0,1997-03-13,28.7142857142857,39,0,0,0.02574,0.145,0.205
"683",6838,0,0,0,165.07,0,1997-01-27,35.1428571428571,39,1,11.88,0.16507,0.16,0.075
"684",6848,0,0,0,47.3,0,1997-02-04,34,39,0,0,0.0473,0.14,0.295
"685",6854,0,0,0,14.37,0,1997-01-27,35.1428571428571,39,2,49.97,0.01437,0.12,0.15
"686",6869,0,0,0,11.77,0,1997-01-27,35.1428571428571,39,0,0,0.01177,0.145,0.225
"687",6892,0,0,0,24.74,0,1997-01-27,35.1428571428571,39,0,0,0.02474,0.135,0.15
"688",6898,2,11.5714285714286,2.7545702167371,53.68,23.95,1997-01-27,35.1428571428571,39,2,20.98,0.02973,0.77,0.565
"689",6912,0,0,0,5.78,0,1997-01-28,35,39,0,0,0.00578,0.19,0.08
"690",6918,1,8.57142857142857,2.14843441316679,29.33,15.36,1997-01-27,35.1428571428571,39,4,89.94,0.01397,0.465,0.385
"691",6931,1,6.42857142857143,1.86075234071501,50.7,29.33,1997-01-27,35.1428571428571,39,1,22.48,0.02137,0.295,0.61
"692",6934,0,0,0,36.99,0,1997-01-27,35.1428571428571,39,2,80.94,0.03699,0.19,0.18
"693",6955,0,0,0,9.77,0,1997-01-27,35.1428571428571,39,0,0,0.00977,0.14,0.195
"694",6967,0,0,0,28.74,0,1997-01-27,35.1428571428571,39,0,0,0.02874,0.13,0.16
"695",6983,0,0,0,14.37,0,1997-01-27,35.1428571428571,39,0,0,0.01437,0.14,0.225
"696",6993,5,31.1428571428571,5.33817005703065,158.71,146.94,1997-01-27,35.1428571428571,39,0,0,0.01177,3.755,3.285
"697",6999,1,5.85714285714286,1.76766191764899,43.29,11.77,1997-01-27,35.1428571428571,39,0,0,0.03152,0.35,0.305
"698",7001,0,0,0,61.05,0,1997-01-27,35.1428571428571,39,1,77.45,0.06105,0.12,0.195
"699",7017,0,0,0,37.03,0,1997-01-27,35.1428571428571,39,0,0,0.03703,0.12,0.165
"700",7021,1,7.14285714285714,1.96611285637283,55.2,26.73,1997-01-27,35.1428571428571,39,0,0,0.02847,0.325,0.525
"701",7024,2,8.28571428571429,1.85118288969886,118.99,48.16,1997-01-27,35.1428571428571,39,0,0,0.07083,0.55,0.41
"702",7037,1,33.7142857142857,3.5179216559703,44.31,12.99,1997-01-27,35.1428571428571,39,0,0,0.03132,1.22,0.82
"703",7040,0,0,0,24.74,0,1997-01-27,35.1428571428571,39,0,0,0.02474,0.15,0.145
"704",7050,0,0,0,23.98,0,1997-01-27,35.1428571428571,39,0,0,0.02398,0.175,0.21
"705",7071,0,0,0,23.54,0,1997-01-27,35.1428571428571,39,0,0,0.02354,0.195,0.205
"706",7093,0,0,0,11.77,0,1997-01-27,35.1428571428571,39,1,5.49,0.01177,0.14,0.16
"707",7102,8,33.5714285714286,4.80150409112811,267.79,235.86,1997-01-28,35,39,0,0,0.03193,6.195,5.37
"708",7104,1,4.42857142857143,1.48807705542983,97.61,54.71,1997-01-28,35,39,0,0,0.0429,0.26,0.255
"709",7112,0,0,0,28.99,0,1997-01-28,35,39,0,0,0.02899,0.22,0.045
"710",7120,6,29.2857142857143,7.33439055629477,247.94,219.18,1997-01-28,35,39,3,84.44,0.02876,4.005,3.785
"711",7122,1,8.14285714285714,2.09714111877924,49.47,34.11,1997-01-28,35,39,0,0,0.01536,0.405,0.455
"712",7130,2,3.85714285714286,1.04982212449868,125.13,40.3,1997-01-28,35,39,4,263.41,0.08483,0.32,0.26
"713",7136,0,0,0,32.29,0,1997-01-28,35,39,0,0,0.03229,0.15,0.15
"714",7148,3,25.2857142857143,4.88156429866602,257.25,211.36,1997-01-28,35,39,2,142.91,0.04589,1.63,1.885
"715",7152,6,23,7.9322151990897,545.47,476,1997-01-28,35,39,0,0,0.06947,2.86,3.06
"716",7158,0,0,0,58.31,0,1997-01-28,35,39,0,0,0.05831,0.11,0.235
"717",7162,1,20.4285714285714,3.01693448120459,21.75,14.96,1997-01-28,35,39,0,0,0.00679,0.775,0.565
"718",7180,0,0,0,5.99,0,1997-01-28,35,39,0,0,0.00599,0.175,0.13
"719",7186,2,16.2857142857143,4.13205969462425,88.63,57.28,1997-01-28,35,39,0,0,0.03135,0.745,1.04
"720",7193,5,25.1428571428571,5.64268025918849,101.6,86.24,1997-01-28,35,39,7,159.23,0.01536,2.65,2.7
"721",7198,0,0,0,28.74,0,1997-01-28,35,39,0,0,0.02874,0.11,0.13
"722",7204,1,28,3.3322045101752,23.26,10.77,1997-01-28,35,39,0,0,0.01249,1.18,0.785
"723",7216,0,0,0,31.54,0,1997-01-28,35,39,0,0,0.03154,0.105,0.13
"724",7231,0,0,0,24.99,0,1997-01-28,35,39,0,0,0.02499,0.15,0.205
"725",7244,0,0,0,14.96,0,1997-01-28,35,39,0,0,0.01496,0.14,0.15
"726",7260,0,0,0,27.94,0,1997-01-28,35,39,0,0,0.02794,0.125,0.15
"727",7273,1,3,1.09861228866811,54.47,29.93,1997-02-06,33.7142857142857,39,1,25.48,0.02454,0.205,0.4
"728",7276,0,0,0,19.99,0,1997-01-28,35,39,0,0,0.01999,0.17,0.15
"729",7288,0,0,0,11.77,0,1997-01-28,35,39,0,0,0.01177,0.16,0.24
"730",7292,0,0,0,36.97,0,1997-01-29,34.8571428571429,39,1,38.98,0.03697,0.115,0.165
"731",7294,1,18.8571428571429,2.93689177353106,51.62,29.92,1997-01-28,35,39,1,34.8,0.0217,0.71,0.855
"732",7305,1,6,1.79175946922805,36.93,21.54,1997-01-28,35,39,0,0,0.01539,0.325,0.215
"733",7313,0,0,0,32.6,0,1997-01-28,35,39,0,0,0.0326,0.165,0.225
"734",7323,13,34.4285714285714,6.34668756845347,570.66,551.71,1997-01-28,35,39,6,256.62,0.01895,10.52,9.46
"735",7330,0,0,0,16.36,0,1997-01-28,35,39,0,0,0.01636,0.2,0.17
"736",7333,2,21,3.57096885930182,287.9,219.25,1997-02-03,34.1428571428571,39,0,0,0.06865,1.055,1.075
"737",7361,0,0,0,36.48,0,1997-01-28,35,39,0,0,0.03648,0.135,0.155
"738",7367,1,3.57142857142857,1.27296567581289,47.98,24.99,1997-01-28,35,39,0,0,0.02299,0.315,0.285
"739",7375,2,17.4285714285714,3.54420751824122,56.46,41.1,1997-01-29,34.8571428571429,39,2,25.98,0.01536,1.05,1.07
"740",7384,1,22.8571428571429,3.12926366617851,233.06,128.89,1997-01-29,34.8571428571429,39,0,0,0.10417,0.95,1.16
"741",7386,0,0,0,13.99,0,1997-01-29,34.8571428571429,39,0,0,0.01399,0.1,0.16
"742",7401,0,0,0,33.13,0,1997-01-29,34.8571428571429,39,0,0,0.03313,0.135,0.15
"743",7405,1,17.1428571428571,2.84158159372673,149.27,123.53,1997-03-10,29.1428571428571,39,2,130.4,0.02574,0.84,0.925
"744",7409,1,11.1428571428571,2.41079867763428,24.75,11.78,1997-01-29,34.8571428571429,39,0,0,0.01297,0.44,0.475
"745",7416,0,0,0,51.38,0,1997-02-06,33.7142857142857,39,0,0,0.05138,0.205,0.155
"746",7422,0,0,0,21.99,0,1997-01-29,34.8571428571429,39,0,0,0.02199,0.2,0.13
"747",7423,0,0,0,25.54,0,1997-03-05,29.8571428571429,39,0,0,0.02554,0.3,0.235
"748",7435,2,14,2.68743091389947,173.21,137.7,1997-02-03,34.1428571428571,39,0,0,0.03551,0.67,0.955
"749",7442,0,0,0,15.36,0,1997-01-30,34.7142857142857,39,0,0,0.01536,0.155,0.195
"750",7449,1,4,1.38629436111989,49.52,37.75,1997-01-29,34.8571428571429,39,0,0,0.01177,0.315,0.35
"751",7460,1,0.571428571428571,-0.559615787935423,44.37,29.58,1997-01-29,34.8571428571429,39,0,0,0.01479,0.16,0.205
"752",7462,0,0,0,12.49,0,1997-01-29,34.8571428571429,39,0,0,0.01249,0.105,0.19
"753",7467,1,8.71428571428571,2.164963715118,51.29,28.99,1997-02-09,33.2857142857143,39,0,0,0.0223,0.51,0.49
"754",7484,0,0,0,25.76,0,1997-01-29,34.8571428571429,39,0,0,0.02576,0.125,0.135
"755",7500,0,0,0,19.99,0,1997-01-29,34.8571428571429,39,0,0,0.01999,0.14,0.12
"756",7512,4,30.5714285714286,6.94130524866019,100.15,90.17,1997-01-29,34.8571428571429,39,1,29.36,0.00998,2.735,2.58
"757",7513,6,33.5714285714286,6.13335237134068,112.53,97.83,1997-01-29,34.8571428571429,39,5,107.92,0.0147,4.025,4.005
"758",7517,1,1.71428571428571,0.538996500732687,44.73,14.37,1997-01-29,34.8571428571429,39,0,0,0.03036,0.155,0.215
"759",7520,0,0,0,14.96,0,1997-01-30,34.7142857142857,39,0,0,0.01496,0.19,0.14
"760",7536,2,9.71428571428571,3.02786355173678,180.8,100.54,1997-01-29,34.8571428571429,39,0,0,0.08026,0.575,0.525
"761",7540,0,0,0,27.13,0,1997-01-29,34.8571428571429,39,2,107.59,0.02713,0.085,0.23
"762",7561,0,0,0,14.96,0,1997-01-29,34.8571428571429,39,2,33.48,0.01496,0.135,0.2
"763",7572,2,12,3.58124878992157,64.27,28.93,1997-01-29,34.8571428571429,39,1,24.46,0.03534,0.74,0.77
"764",7579,0,0,0,67.47,0,1997-01-29,34.8571428571429,39,0,0,0.06747,0.155,0.155
"765",7587,7,34.8571428571429,4.81640749663068,113.96,102.19,1997-01-29,34.8571428571429,39,1,12.99,0.01177,5.145,5.035
"766",7601,0,0,0,15.36,0,1997-01-29,34.8571428571429,39,0,0,0.01536,0.14,0.24
"767",7606,0,0,0,50.94,0,1997-02-19,31.8571428571429,39,0,0,0.05094,0.155,0.17
"768",7618,0,0,0,6.79,0,1997-01-29,34.8571428571429,39,0,0,0.00679,0.23,0.15
"769",7636,0,0,0,57.09,0,1997-01-29,34.8571428571429,39,0,0,0.05709,0.13,0.145
"770",7647,0,0,0,26.14,0,1997-01-29,34.8571428571429,39,0,0,0.02614,0.16,0.16
"771",7661,0,0,0,27.13,0,1997-01-29,34.8571428571429,39,0,0,0.02713,0.105,0.175
"772",7674,3,20.2857142857143,4.76374256257038,174.66,144.51,1997-01-29,34.8571428571429,39,0,0,0.03015,1.39,1.255
"773",7675,0,0,0,30.13,0,1997-01-29,34.8571428571429,39,0,0,0.03013,0.135,0.185
"774",7691,5,17,5.14937868109438,326.78,312.41,1997-01-29,34.8571428571429,39,0,0,0.01437,1.32,1.2
"775",7694,0,0,0,24.94,0,1997-01-29,34.8571428571429,39,0,0,0.02494,0.14,0.125
"776",7710,0,0,0,20.54,0,1997-01-30,34.7142857142857,39,0,0,0.02054,0.125,0.215
"777",7726,0,0,0,32.24,0,1997-01-30,34.7142857142857,39,1,201.88,0.03224,0.13,0.225
"778",7735,0,0,0,53.98,0,1997-02-12,32.8571428571429,39,0,0,0.05398,0.125,0.11
"779",7745,0,0,0,6.79,0,1997-01-30,34.7142857142857,39,0,0,0.00679,0.2,0.215
"780",7764,0,0,0,44.98,0,1997-01-30,34.7142857142857,39,0,0,0.04498,0.06,0.195
"781",7772,1,13.2857142857143,2.58668934409794,41.43,12.49,1997-01-30,34.7142857142857,39,1,24.07,0.02894,0.57,0.63
"782",7780,0,0,0,11.77,0,1997-01-30,34.7142857142857,39,0,0,0.01177,0.14,0.17
"783",7795,1,24.8571428571429,3.21314515015922,43.69,14.96,1997-01-30,34.7142857142857,39,1,24.87,0.02873,0.885,0.915
"784",7800,0,0,0,5.98,0,1997-01-30,34.7142857142857,39,0,0,0.00598,0.125,0.235
"785",7811,0,0,0,14.37,0,1997-01-30,34.7142857142857,39,3,41.56,0.01437,0.095,0.215
"786",7830,0,0,0,40.73,0,1997-01-30,34.7142857142857,39,0,0,0.04073,0.15,0.15
"787",7838,2,14.4285714285714,3.4983611301158,41.64,33.66,1997-01-30,34.7142857142857,39,2,29.97,0.00798,0.99,0.935
"788",7847,0,0,0,19.98,0,1997-01-30,34.7142857142857,39,0,0,0.01998,0.15,0.19
"789",7854,6,32.8571428571429,7.83338172241375,295.11,282.14,1997-02-01,34.4285714285714,39,6,280.32,0.01297,4.21,4.37
"790",7856,1,12.5714285714286,2.53142666542289,160.54,70.13,1997-01-30,34.7142857142857,39,3,489.95,0.09041,0.525,0.585
"791",7867,0,0,0,11.77,0,1997-01-30,34.7142857142857,39,0,0,0.01177,0.21,0.115
"792",7881,0,0,0,39.98,0,1997-01-30,34.7142857142857,39,0,0,0.03998,0.14,0.14
"793",7887,2,25.5714285714286,3.54066350980649,117.96,74.23,1997-02-01,34.4285714285714,39,0,0,0.04373,1.24,1.55
"794",7889,1,7.14285714285714,1.96611285637283,19.28,6.79,1997-01-30,34.7142857142857,39,0,0,0.01249,0.39,0.45
"795",7898,0,0,0,23.36,0,1997-02-03,34.1428571428571,39,0,0,0.02336,0.14,0.115
"796",7901,10,29.2857142857143,6.75355238436752,655.03,622.55,1997-01-30,34.7142857142857,39,2,240.39,0.03248,5.785,6.19
"797",7916,0,0,0,15.36,0,1997-01-30,34.7142857142857,39,0,0,0.01536,0.205,0.18
"798",7937,0,0,0,54.98,0,1997-01-30,34.7142857142857,39,0,0,0.05498,0.17,0.13
"799",7948,0,0,0,16,0,1997-01-30,34.7142857142857,39,0,0,0.016,0.06,0.205
"800",7960,0,0,0,19.99,0,1997-01-30,34.7142857142857,39,0,0,0.01999,0.065,0.14
"801",7967,3,16.4285714285714,3.78505064665483,56.26,39.9,1997-01-30,34.7142857142857,39,1,13.99,0.01636,1.305,1.275
"802",7974,3,17.1428571428571,0.293496042317219,98.55,62.04,1997-01-30,34.7142857142857,39,0,0,0.03651,1.3,1.135
"803",7982,0,0,0,21.97,0,1997-01-30,34.7142857142857,39,0,0,0.02197,0.11,0.15
"804",8001,0,0,0,23.54,0,1997-01-30,34.7142857142857,39,0,0,0.02354,0.2,0.145
"805",8008,5,34.5714285714286,8.54726480145288,558.9,448.06,1997-01-31,34.5714285714286,39,2,177.87,0.11084,3.755,3.61
"806",8021,4,23.1428571428571,5.57780267179564,87.16,72.17,1997-01-31,34.5714285714286,39,2,57.96,0.01499,2.1,2.005
"807",8022,0,0,0,72.46,0,1997-01-31,34.5714285714286,39,2,316.98,0.07246,0.12,0.13
"808",8039,0,0,0,88.7,0,1997-01-31,34.5714285714286,39,0,0,0.0887,0.075,0.12
"809",8060,0,0,0,45.28,0,1997-01-31,34.5714285714286,39,0,0,0.04528,0.15,0.15
"810",8076,0,0,0,8.97,0,1997-01-31,34.5714285714286,39,0,0,0.00897,0.205,0.085
"811",8081,0,0,0,39.75,0,1997-02-10,33.1428571428571,39,0,0,0.03975,0.115,0.145
"812",8092,0,0,0,15.99,0,1997-01-31,34.5714285714286,39,2,15.57,0.01599,0.115,0.155
"813",8111,0,0,0,76.8,0,1997-01-31,34.5714285714286,39,0,0,0.0768,0.155,0.125
"814",8135,0,0,0,14.97,0,1997-01-31,34.5714285714286,39,0,0,0.01497,0.225,0.13
"815",8143,1,3.71428571428571,1.31218638896617,58.66,27.94,1997-01-31,34.5714285714286,39,0,0,0.03072,0.235,0.315
"816",8157,0,0,0,26.73,0,1997-01-31,34.5714285714286,39,0,0,0.02673,0.16,0.16
"817",8173,0,0,0,16.96,0,1997-01-31,34.5714285714286,39,0,0,0.01696,0.19,0.145
"818",8194,0,0,0,11.77,0,1997-01-31,34.5714285714286,39,0,0,0.01177,0.25,0.125
"819",8208,0,0,0,104.29,0,1997-01-31,34.5714285714286,39,0,0,0.10429,0.14,0.195
"820",8220,1,16,2.77258872223978,27.13,15.36,1997-01-31,34.5714285714286,39,1,26.48,0.01177,0.595,0.705
"821",8221,1,0.285714285714286,-1.25276296849537,38.95,24.98,1997-01-31,34.5714285714286,39,0,0,0.01397,0.27,0.145
"822",8222,3,9.28571428571429,2.58734745534249,49.06,36.57,1997-01-31,34.5714285714286,39,0,0,0.01249,0.505,0.835
"823",8228,1,8.71428571428571,2.164963715118,74.42,28.34,1997-01-31,34.5714285714286,39,0,0,0.04608,0.635,0.45
"824",8235,0,0,0,9.98,0,1997-01-31,34.5714285714286,39,0,0,0.00998,0.2,0.16
"825",8249,0,0,0,14.96,0,1997-01-31,34.5714285714286,39,0,0,0.01496,0.265,0.13
"826",8268,0,0,0,11.77,0,1997-01-31,34.5714285714286,39,0,0,0.01177,0.245,0.175
"827",8290,0,0,0,8.97,0,1997-02-01,34.4285714285714,39,0,0,0.00897,0.17,0.18
"828",8298,0,0,0,14.96,0,1997-03-04,30,39,1,27.48,0.01496,0.195,0.195
"829",8307,0,0,0,4.79,0,1997-02-01,34.4285714285714,39,0,0,0.00479,0.15,0.265
"830",8326,0,0,0,66.26,0,1997-02-01,34.4285714285714,39,0,0,0.06626,0.18,0.16
"831",8343,0,0,0,31.35,0,1997-02-01,34.4285714285714,39,0,0,0.03135,0.145,0.165
"832",8364,0,0,0,14.37,0,1997-02-01,34.4285714285714,39,0,0,0.01437,0.22,0.24
"833",8377,0,0,0,117.74,0,1997-02-01,34.4285714285714,39,0,0,0.11774,0.195,0.135
"834",8391,0,0,0,12.49,0,1997-02-01,34.4285714285714,39,2,31.98,0.01249,0.115,0.2
"835",8405,0,0,0,55.26,0,1997-02-01,34.4285714285714,39,3,80.1,0.05526,0.085,0.15
"836",8408,1,2.14285714285714,0.762140052046897,98.97,50.3,1997-02-01,34.4285714285714,39,0,0,0.04867,0.245,0.435
"837",8419,6,30.8571428571429,7.72013384192276,90.63,80.85,1997-02-01,34.4285714285714,39,0,0,0.00978,4.155,3.95
"838",8429,0,0,0,38.99,0,1997-02-01,34.4285714285714,39,0,0,0.03899,0.15,0.1
"839",8443,1,5.85714285714286,1.76766191764899,112.67,32.37,1997-02-01,34.4285714285714,39,0,0,0.0803,0.28,0.29
"840",8444,0,0,0,19.77,0,1997-02-01,34.4285714285714,39,0,0,0.01977,0.155,0.185
"841",8450,2,8.14285714285714,2.55389952127495,343.83,254.63,1997-02-01,34.4285714285714,39,1,24.98,0.0892,0.5,0.385
"842",8463,0,0,0,25.74,0,1997-02-01,34.4285714285714,39,1,23.76,0.02574,0.105,0.255
"843",8479,0,0,0,11.77,0,1997-02-01,34.4285714285714,39,0,0,0.01177,0.115,0.195
"844",8481,7,33.7142857142857,10.0687490781217,1019.35,872.28,1997-02-01,34.4285714285714,39,4,506.19,0.14707,4.885,5.545
"845",8496,13,33.8571428571429,6.74226088632999,415.05,372.07,1997-02-02,34.2857142857143,39,19,697.55,0.04298,10.25,9.46
"846",8500,7,5.57142857142857,-3.22440750542019,248.63,191.49,1997-02-02,34.2857142857143,39,0,0,0.05714,0,0
"847",8502,0,0,0,14.37,0,1997-02-01,34.4285714285714,39,0,0,0.01437,0.145,0.125
"848",8516,0,0,0,16.76,0,1997-02-01,34.4285714285714,39,0,0,0.01676,0.17,0.185
"849",8527,0,0,0,15.96,0,1997-02-01,34.4285714285714,39,0,0,0.01596,0.2,0.14
"850",8538,2,20.7142857142857,4.65803367554516,90.58,64.83,1997-02-01,34.4285714285714,39,1,17.99,0.02575,1.195,1.13
"851",8542,0,0,0,23.54,0,1997-02-01,34.4285714285714,39,0,0,0.02354,0.115,0.14
"852",8560,0,0,0,27.85,0,1997-02-01,34.4285714285714,39,0,0,0.02785,0.115,0.095
"853",8572,0,0,0,182.02,0,1997-02-06,33.7142857142857,39,0,0,0.18202,0.1,0.14
"854",8573,0,0,0,32.97,0,1997-02-01,34.4285714285714,39,0,0,0.03297,0.165,0.145
"855",8592,0,0,0,26.67,0,1997-02-01,34.4285714285714,39,0,0,0.02667,0.155,0.18
"856",8601,2,12.7142857142857,3.68887945411394,155.83,93.58,1997-02-01,34.4285714285714,39,6,150.78,0.06225,0.805,0.745
"857",8608,3,27.7142857142857,5.59042113575485,144.29,100.4,1997-03-17,28.1428571428571,39,1,40.94,0.04389,2.565,2.47
"858",8613,0,0,0,29.67,0,1997-02-02,34.2857142857143,39,0,0,0.02967,0.16,0.205
"859",8628,0,0,0,14.37,0,1997-02-02,34.2857142857143,39,0,0,0.01437,0.16,0.125
"860",8656,0,0,0,261.79,0,1997-02-03,34.1428571428571,39,0,0,0.26179,0.17,0.155
"861",8666,3,32,5.57619202796228,142.93,119.19,1997-02-02,34.2857142857143,39,0,0,0.02374,2.305,1.96
"862",8678,0,0,0,68.51,0,1997-02-02,34.2857142857143,39,0,0,0.06851,0.165,0.16
"863",8686,1,22.1428571428571,3.09751496786393,27.13,11.77,1997-02-02,34.2857142857143,39,0,0,0.01536,0.81,0.845
"864",8693,0,0,0,12.97,0,1997-02-02,34.2857142857143,39,0,0,0.01297,0.185,0.18
"865",8699,1,4.71428571428571,1.55059741241117,119.09,66.63,1997-02-02,34.2857142857143,39,0,0,0.05246,0.355,0.445
